9.34538 11.3354 15.2773 6.96973 6.72934 0.245246
9.35428 11.377 15.2576 2.90988 4.76126 1.61109
9.3651 11.4216 15.2389 -0.667561 1.63353 2.2988
9.37554 11.4672 15.2217 -3.1161 -1.70842 1.87986
9.38401 11.5118 15.2057 -4.35519 -4.25726 1.07157
9.38966 11.5536 15.1904 -5.07739 -5.47362 1.1176
9.39197 11.5919 15.176 -5.97495 -5.14379 2.67779
9.39036 11.627 15.1634 -7.11871 -3.38279 5.40574
9.38411 11.6599 15.1543 -8.0848 -0.948271 8.24928
9.37259 11.6921 15.1505 -8.58619 1.0304 10.2313
9.35548 11.725 15.1534 -8.42968 1.6056 10.9638
9.3329 11.7589 15.1634 -7.1756 0.281476 10.3955
9.30568 11.7929 15.1801 -4.51754 -2.53333 8.49054
9.2755 11.8253 15.2023 -1.37619 -5.32378 5.63559
9.24431 11.8544 15.2283 0.420114 -6.75129 3.00626
9.21324 11.8791 15.2563 0.182818 -6.45971 1.79785
9.18223 11.8997 15.2857 -0.569466 -4.3787 2.1449
9.15088 11.9176 15.3165 0.133033 -1.02117 2.80858
9.11965 11.9348 15.3491 2.08705 1.93097 2.67085
9.08968 11.9532 15.3835 3.09317 2.90734 1.9717
9.06157 11.9734 15.4192 1.71045 1.51848 0.871194
9.03447 11.9945 15.4555 -0.850694 -1.54368 -1.70992
9.00689 12.0146 15.4906 -1.53714 -4.84114 -5.76773
8.97838 12.0316 15.522 -0.0137052 -7.26586 -8.53641
8.94978 12.044 15.5481 0.728504 -8.36082 -7.59829
8.92155 12.0511 15.5695 0.757277 -6.26644 -3.73635
8.89393 12.0543 15.5884 3.62836 -0.0195381 -0.858102
8.86873 12.0576 15.6065 8.10283 6.73103 -1.36049
8.84855 12.065 15.6238 8.28881 9.97142 -3.1992
8.83342 12.0788 15.6389 2.92132 7.93549 -5.74168
8.82029 12.0975 15.6503 -0.358821 1.84237 -10.0083
8.80729 12.1175 15.6551 2.981 -3.0527 -13.0195
8.79611 12.1358 15.6517 4.73878 -5.02046 -12.3017
8.78768 12.1509 15.6404 1.26828 -5.25123 -7.18733
8.78027 12.1628 15.6246 1.2194 -2.49312 1.12381
8.77392 12.1731 15.6094 5.7159 1.33827 6.86926
8.77103 12.1842 15.5984 5.90401 2.07624 10.0286
8.77167 12.1964 15.594 0.0106912 -1.90436 12.0536
8.77229 12.2072 15.5972 -6.37777 -7.66524 9.93517
8.76904 12.2133 15.6067 -7.47417 -9.57406 3.79932
8.76112 12.2133 15.6187 -4.47932 -7.69417 -1.08188
8.75022 12.2082 15.6303 -2.1921 -7.27408 -2.5931
8.73773 12.1982 15.6403 -2.39557 -9.92454 -1.26648
8.72361 12.1817 15.6496 -3.67313 -11.9813 2.72864
8.70715 12.1576 15.6608 -3.36904 -9.47414 7.22306
8.68858 12.1274 15.6765 -1.3234 -3.44124 8.7728
8.66905 12.095 15.6979 -0.349142 1.6077 6.96054
8.64912 12.0632 15.7237 -1.85521 2.40514 3.56221
8.62801 12.0328 15.7518 -2.21584 -0.785111 -0.33713
8.60569 12.0019 15.7799 1.93793 -3.99708 -3.36551
8.58461 11.9684 15.8058 6.14259 -4.92323 -4.83936
8.56725 11.9317 15.8287 5.7752 -4.35139 -4.99261
8.55359 11.8923 15.8485 4.51306 -1.50197 -3.28629
8.54313 11.8519 15.8661 7.4434 2.47996 -1.27447
8.53755 11.8129 15.8828 10.7562 4.29674 -0.977088
8.53881 11.7766 15.8988 10.9903 3.37946 -1.60245
8.54721 11.7424 15.9139 10.1344 0.941927 -1.84406
8.56228 11.7088 15.9278 9.46184 -0.965632 -1.22723
8.58343 11.6746 15.9409 6.68969 -1.08594 -0.199088
8.60883 11.6398 15.9539 1.01209 1.09852 0.562319
8.63494 11.6058 15.9673 -4.33234 5.51846 1.2422
8.65845 11.5753 15.9815 -6.45219 9.72719 2.3404
8.67788 11.551 15.9973 -6.63361 11.0937 3.02673
8.69297 11.5337 16.015 -7.40359 9.70184 2.07443
8.7032 11.5226 16.034 -9.17044 6.82696 -0.48808
8.70747 11.516 16.0528 -10.3353 3.29391 -3.42828
8.70513 11.5115 16.0694 -9.06256 -0.0387611 -4.75725
8.69696 11.5071 16.0831 -5.77035 -1.87427 -3.01575
8.68495 11.5015 16.095 -3.14367 -1.41991 0.60037
8.67072 11.4951 16.1072 -2.84084 0.95188 2.75691
8.65452 11.4894 16.1211 -3.74936 3.93631 1.4935
8.63587 11.4861 16.1359 -3.94994 5.88221 -1.66997
8.61464 11.4866 16.1497 -2.80077 5.54368 -3.43878
8.59156 11.4905 16.1615 -0.796662 2.41031 -1.90926
8.56791 11.4959 16.1722 1.66245 -2.88149 1.3688
8.54528 11.4995 16.1837 4.29499 -8.24511 2.52083
8.52537 11.4978 16.1967 6.52994 -11.2955 -0.03531
8.50964 11.4888 16.2096 8.17638 -11.4746 -3.83242
8.49918 11.4724 16.2202 9.23885 -9.56959 -5.99837
8.49468 11.4498 16.227 9.1261 -5.9761 -5.48858
8.49605 11.4232 16.2303 7.4061 -1.42787 -3.20121
8.50224 11.3956 16.2315 5.12913 2.12111 -1.24798
8.51185 11.3691 16.2318 3.66098 3.74652 -0.80214
8.52395 11.345 16.2316 3.22959 4.44311 -1.65399
8.53823 11.3238 16.2302 3.44659 5.46926 -3.37824
